t_f px py fd
376456 -679 657 271
376466 -679 657 269
376476 -679 657 270
376486 -679 657 265
376496 -679 657 268
376506 -679 657 270
376516 -679 657 269
376526 -679 657 268
376536 -679 657 270
376546 -679 657 267
376556 -679 657 265
376566 -679 657 269
376576 -679 657 277
376586 -679 657 264
376596 -679 657 262
376606 -679 657 273
376616 -679 657 267
376626 -679 657 265
376636 -679 657 272
376646 -679 657 277
376656 -679 657 275
376666 -679 657 275
376676 -679 657 268
376686 -679 657 269
376696 -679 657 268
376706 -679 657 265
376716 -679 657 268
376726 -679 657 266
376736 -679 657 272
376746 -679 657 272
376756 -679 657 272
376766 -679 657 274
376776 -679 657 271
376786 -679 657 269
376796 -679 657 273
376806 -679 657 264
376816 -679 657 268
376826 -679 657 270
376836 -679 657 270
376846 -679 657 268
376856 -679 657 271
376866 -679 657 266
376876 -679 657 275
376886 -679 657 272
376896 -679 657 271
376906 -679 657 272
376916 -679 657 277
376926 -679 657 270
376936 -679 657 270
376946 -679 657 273
376956 -679 657 272
376966 -679 657 273
376976 -679 657 265
376986 -679 657 271
376996 -679 657 273
377006 -679 657 269
377016 -679 657 263
377026 -679 657 263
377036 -679 657 275
377046 -679 657 264
377056 -679 657 269
377066 -679 657 271
377076 -679 657 261
377086 -679 657 272
377096 -679 657 265
377106 -679 657 271
377116 -679 657 272
377126 -679 657 270
377136 -679 657 263
377146 -679 657 278
377156 -679 657 273
377166 -679 657 276
377176 -679 657 273
377186 -679 657 271
377196 -679 657 274
377206 -679 657 271
377216 -679 657 266
377226 -679 657 275
377236 -679 657 269
377246 -679 657 277
377256 -679 657 270
377266 -679 657 274
377276 -679 657 269
377286 -679 657 268
377296 -679 657 270
377306 -679 657 267
377316 -679 657 271
377326 -679 657 271
377336 -679 657 267
377346 -679 657 270
377356 -679 657 267
377366 -679 657 265
377376 -679 657 276
377386 -679 657 261
377396 -679 657 268
377406 -679 657 282
377416 -679 657 273
377426 -679 657 275
377436 -679 657 266
377446 -679 657 273
377456 -679 657 268
377466 -679 657 269
377476 -679 657 265
377486 -679 657 277
377496 -679 657 267
377506 -679 657 267
377516 -679 657 269
377526 -679 657 272
377536 -679 657 270
377546 -679 657 272
377556 -679 657 276
377566 -679 657 270
377576 -679 657 278
377586 -679 657 277
377596 -679 657 267
377606 -679 657 267
377616 -679 657 271
377626 -679 657 272
377636 -679 657 272
377646 -679 657 275
377656 -679 657 273
377666 -679 657 264
377676 -679 657 270
377686 -679 657 270
377696 -679 657 274
377706 -679 657 269
377716 -679 657 277
377726 -679 657 265
377736 -679 657 276
377746 -679 657 276
377756 -679 657 268
377766 -679 657 268
377776 -679 657 271
377786 -679 657 274
377796 -679 657 270
377806 -679 657 267
377816 -679 657 265
377827 -679 657 270
377837 -679 657 263
377847 -679 657 272
377857 -679 657 272
377867 -679 657 269
377876 -679 657 269
377886 -679 657 273
377896 -679 657 275
377906 -679 657 272
377916 -679 657 272
377926 -679 657 270
377936 -679 657 270
377946 -679 657 272
377956 -679 657 274
377966 -679 657 267
377976 -679 657 278
377986 -679 657 272
377996 -679 657 274
378006 -679 657 269
378016 -679 657 269
378026 -679 657 266
378036 -679 657 271
378046 -679 657 272
378056 -679 657 268
378066 -679 657 271
378076 -679 657 268
378086 -679 657 272
378096 -679 657 278
378106 -679 657 268
378116 -679 657 273
378126 -679 657 270
378136 -679 657 269
378146 -679 657 281
378156 -679 657 267
378166 -679 657 271
378176 -679 657 270
378186 -679 657 275
378196 -679 657 268
378206 -679 657 274
378216 -679 657 274
378226 -679 657 272
378236 -679 657 269
378246 -679 657 275
378256 -679 657 268
378266 -679 657 269
378276 -679 657 266
378286 -679 657 274
378296 -679 657 278
378306 -679 657 267
378316 -679 657 263
378326 -679 657 263
378336 -679 657 270
378346 -679 657 267
378356 -679 657 270
378366 -679 657 271
378376 -679 657 273
378386 -679 657 263
378396 -679 657 269
378406 -679 657 279
378416 -679 657 277
378426 -679 657 265
378436 -679 657 270
378446 -679 657 273
378456 -679 657 271
378466 -679 657 271
378476 -679 657 270
378486 -679 657 271
378496 -679 657 270
378506 -679 657 265
378516 -679 657 271
378526 -679 657 269
378536 -679 657 273
378546 -679 657 268
378556 -679 657 274
378566 -679 657 284
378576 -679 657 268
378586 -679 657 269
378596 -679 657 273
378606 -679 657 272
378616 -679 657 276
378626 -679 657 270
378636 -679 657 272
378646 -679 657 271
378656 -679 657 274
378666 -679 657 274
378676 -679 657 272
378686 -679 657 272
378696 -679 657 275
378706 -679 657 269
378716 -679 657 273
378726 -679 657 274
378736 -679 657 275
378746 -679 657 267
378756 -679 657 274
378766 -679 657 268
378776 -679 657 269
378786 -679 657 270
378796 -679 657 269
378806 -679 657 266
378816 -679 657 274
378826 -679 657 273
378836 -679 657 272
378846 -679 657 271
378856 -679 657 269
378866 -679 657 268
378876 -679 657 274
378886 -679 657 273
378896 -679 657 272
378906 -679 657 271
378916 -679 657 275
378926 -679 657 275
378936 -679 657 274
378946 -679 657 270
378956 -679 657 269
378966 -679 657 277
378976 -679 657 266
378986 -679 657 272
378996 -679 657 279
379006 -679 657 269
379016 -679 657 278
379026 -679 657 276
379036 -679 657 275
379046 -679 657 270
379056 -679 657 275
379066 -679 657 269
379076 -679 657 271
379086 -679 657 273
379096 -679 657 270
379106 -679 657 273
379116 -679 657 270
379126 -679 657 271
379136 -679 657 268
379146 -679 657 268
379156 -679 657 259
379166 -679 657 268
379176 -679 657 266
379186 -679 657 272
379196 -679 657 274
379206 -679 657 275
379216 -679 657 276
379226 -679 657 269
379236 -679 657 267
379246 -679 657 276
379256 -679 657 268
379266 -679 657 270
379276 -679 657 270
379286 -679 657 265
379296 -679 657 268
379306 -679 657 264
379316 -679 657 276
379326 -679 657 275
379336 -679 657 270
379346 -679 657 271
379356 -679 657 276
379366 -679 657 272
379376 -679 657 270
379386 -679 657 276
379396 -679 657 273
379406 -679 657 270
379416 -679 657 274
379426 -679 657 271
379436 -679 657 276
379446 -679 657 275
379457 -679 657 273
379467 -679 657 274
379477 -679 657 272
379487 -679 657 271
379497 -679 657 270
379507 -679 657 273
379516 -679 657 273
379526 -679 657 274
379536 -679 657 269
379546 -679 657 275
379556 -679 657 266
379566 -679 657 267
379576 -679 657 274
379586 -679 657 265
379596 -679 657 278
379606 -679 657 267
379616 -679 657 274
379626 -679 657 267
379636 -679 657 273
379646 -679 657 270
379656 -679 657 264
379666 -679 657 269
379676 -679 657 270
379686 -679 657 270
379696 -679 657 272
379706 -679 657 268
379716 -679 657 270
379726 -679 657 274
379736 -679 657 272
379746 -679 657 277
379756 -679 657 265
379766 -679 657 273
379776 -679 657 271
379786 -679 657 270
379796 -679 657 268
379806 -679 657 273
379816 -679 657 270
379826 -679 657 275
379836 -679 657 274
379846 -679 657 269
379856 -679 657 268
379866 -679 657 270
379876 -679 657 269
379886 -679 657 270
379896 -679 657 267
379906 -679 657 275
379916 -679 657 273
379926 -679 657 265
379936 -679 657 266
379946 -679 657 274
379956 -679 657 267
379966 -679 657 267
379976 -679 657 267
379986 -679 657 273
379996 -679 657 268
380006 -679 657 264
380016 -679 657 271
380026 -679 657 270
380036 -679 657 276
380046 -679 657 268
380056 -679 657 277
380066 -679 657 269
380076 -679 657 276
380086 -679 657 268
380096 -679 657 275
380106 -679 657 270
380116 -679 657 271
380126 -679 657 273
380136 -679 657 270
380146 -679 657 267
380156 -679 657 267
380166 -679 657 277
380176 -679 657 275
380186 -679 657 267
380196 -679 657 271
380206 -679 657 274
380216 -679 657 272
380226 -679 657 267
380236 -679 657 268
380246 -679 657 274
380256 -679 657 277
380266 -679 657 276
380276 -679 657 263
380286 -679 657 272
380296 -679 657 278
380306 -679 657 268
380316 -679 657 270
380326 -679 657 270
380336 -679 657 267
380346 -679 657 267
380356 -679 657 271
380366 -679 657 273
380376 -679 657 271
380386 -679 657 273
380396 -679 657 275
380406 -679 657 271
380416 -679 657 266
380426 -679 657 269
380436 -679 657 270
380446 -679 657 271
380456 -679 657 275
380466 -679 657 274
380476 -679 657 274
380486 -679 657 272
380496 -679 657 271
380506 -679 657 276
380516 -679 657 270
380526 -679 657 270
380536 -679 657 266
380546 -679 657 269
380556 -679 657 273
380566 -679 657 274
380576 -679 657 267
380586 -679 657 268
380596 -679 657 274
380606 -679 657 274
380616 -679 657 268
380626 -679 657 267
380636 -679 657 273
380646 -679 657 269
380656 -679 657 269
380666 -679 657 271
380676 -679 657 273
380686 -679 657 272
380696 -679 657 274
380706 -679 657 270
380716 -679 657 268
380726 -679 657 265
380736 -679 657 274
380746 -679 657 267
380756 -679 657 269
380766 -679 657 271
380776 -679 657 272
380786 -679 657 272
380796 -679 657 270
380806 -679 657 270
380816 -679 657 272
380826 -679 657 274
380836 -679 657 278
380846 -679 657 278
380856 -679 657 270
380866 -679 657 274
380876 -679 657 273
380886 -679 657 274
380896 -679 657 270
380906 -679 657 271
380916 -679 657 273
380926 -679 657 273
380936 -679 657 266
380946 -679 657 271
380956 -679 657 269
380966 -679 657 273
380976 -679 657 270
380986 -679 657 270
380996 -679 657 272
381006 -679 657 275
381016 -679 657 278
381026 -679 657 275
381036 -679 657 263
381046 -679 657 272
381056 -679 657 272
381066 -679 657 270
381076 -679 657 272
381086 -679 657 274
381096 -679 657 270
381107 -679 657 269
381117 -679 657 270
381127 -679 657 271
381137 -679 657 272
381147 -679 657 273
381157 -679 657 273
381167 -679 657 272
381176 -679 657 268
381186 -679 657 275
381196 -679 657 273
381206 -679 657 279
381216 -679 657 272
381226 -679 657 271
381236 -679 657 264
381246 -679 657 273
381256 -679 657 265
381266 -679 657 273
381276 -679 657 265
381286 -679 657 274
381296 -679 657 265
381306 -679 657 278
381316 -679 657 275
381326 -679 657 278
381336 -679 657 272
381346 -679 657 267
381356 -679 657 271
381366 -679 657 270
381376 -679 657 268
381386 -679 657 273
381396 -679 657 274
381406 -679 657 266
381416 -679 657 262
381426 -679 657 265
381436 -679 657 270
381446 -679 657 265
381456 -679 657 272
381466 -679 657 270
381476 -679 657 266
381486 -679 657 268
381496 -679 657 269
381506 -679 657 269
381516 -679 657 274
381526 -679 657 274
381536 -679 657 275
381546 -679 657 266
381556 -679 657 274
381566 -679 657 264
381576 -679 657 266
381586 -679 657 266
381596 -679 657 270
381606 -679 657 276
381616 -679 657 276
381626 -679 657 275
381636 -679 657 271
381646 -679 657 274
381656 -679 657 269
381666 -679 657 271
381676 -679 657 274
381686 -679 657 277
381696 -679 657 272
381706 -679 657 269
381716 -679 657 267
381726 -679 657 277
381736 -679 657 267
381746 -679 657 269
381756 -679 657 275
381766 -679 657 272
381776 -679 657 270
381786 -679 657 279
381796 -679 657 273
381806 -679 657 279
381816 -679 657 266
381826 -679 657 269
381836 -679 657 265
381846 -679 657 278
381856 -679 657 271
381866 -679 657 271
381876 -679 657 268
381886 -679 657 268
381896 -679 657 274
381906 -679 657 268
381916 -679 657 273
381926 -679 657 262
381936 -679 657 267
381946 -679 657 267
381956 -679 657 267
381966 -679 657 273
381976 -679 657 273
381986 -679 657 275
381996 -679 657 272
382006 -679 657 278
382016 -679 657 271
382026 -679 657 270
382036 -679 657 270
382046 -679 657 268
382056 -679 657 274
382066 -679 657 273
382076 -679 657 273
382086 -679 657 273
382096 -679 657 271
382106 -679 657 277
382116 -679 657 275
382126 -679 657 272
382136 -679 657 268
382146 -679 657 266
382156 -679 657 278
382166 -679 657 267
382176 -679 657 274
382186 -679 657 277
382196 -679 657 271
382206 -679 657 267
382216 -679 657 266
382226 -679 657 273
382236 -679 657 270
382246 -679 657 275
382256 -679 657 268
382266 -679 657 271
382276 -679 657 269
382286 -679 657 267
382296 -679 657 269
382306 -679 657 273
382316 -679 657 273
382326 -679 657 272
382336 -679 657 275
382346 -679 657 265
382356 -679 657 268
382366 -679 657 273
382376 -679 657 271
382386 -679 657 274
382396 -679 657 269
382406 -679 657 276
382416 -679 657 274
382426 -679 657 271
382436 -679 657 270
382446 -679 657 274
382456 -679 657 269
382466 -679 657 269
382476 -679 657 275
382486 -679 657 266
382496 -679 657 272
382506 -679 657 270
382516 -679 657 274
382526 -679 657 271
382536 -679 657 272
382546 -679 657 273
382556 -679 657 268
382566 -679 657 273
382576 -679 657 268
382586 -679 657 274
382596 -679 657 273
382606 -679 657 277
382616 -679 657 279
382626 -679 657 271
382636 -679 657 272
382646 -679 657 270
382656 -679 657 272
382666 -679 657 273
382676 -679 657 269
382686 -679 657 272
382696 -679 657 274
382706 -679 657 268
382716 -679 657 272
382726 -679 657 273
382736 -679 657 271
382746 -679 657 274
382756 -679 657 270
382767 -679 657 272
382777 -679 657 272
382787 -679 657 268
382797 -679 657 268
382807 -679 657 274
382817 -679 657 274
382826 -679 657 272
382836 -679 657 267
382846 -679 657 276
382856 -679 657 270
382866 -679 657 268
382876 -679 657 272
382886 -679 657 270
382896 -679 657 271
382906 -679 657 273
382916 -679 657 265
382926 -679 657 268
382936 -679 657 273
382946 -679 657 272
382956 -679 657 275
382966 -679 657 274
382976 -679 657 269
382986 -679 657 277
382996 -679 657 268
383006 -679 657 272
383016 -679 657 270
383026 -679 657 273
383036 -679 657 267
383046 -679 657 265
383056 -679 657 271
383066 -679 657 261
383076 -679 657 272
383086 -679 657 268
383096 -679 657 275
383106 -679 657 272
383116 -679 657 273
383126 -679 657 279
383136 -679 657 272
383146 -679 657 272
383156 -679 657 269
383166 -679 657 272
383176 -679 657 271
383186 -679 657 270
383196 -679 657 263
383206 -679 657 267
383216 -679 657 267
383226 -679 657 273
383236 -679 657 274
383246 -679 657 275
383256 -679 657 274
383266 -679 657 277
383276 -679 657 277
383286 -679 657 274
383296 -679 657 264
383306 -679 657 277
383316 -679 657 270
383326 -679 657 271
383336 -679 657 274
383346 -679 657 275
383356 -679 657 273
383366 -679 657 271
383376 -679 657 272
383386 -679 657 272
383396 -679 657 265
383406 -679 657 271
383416 -679 657 278
383426 -679 657 264
383436 -679 657 267
383446 -679 657 269
383456 -679 657 271
383466 -679 657 271
383476 -679 657 274
383486 -679 657 274
383496 -679 657 271
383506 -679 657 272
383516 -679 657 268
383526 -679 657 273
383536 -679 657 262
383546 -679 657 278
383556 -679 657 270
383566 -679 657 274
383576 -679 657 273
383586 -679 657 269
383596 -679 657 271
383606 -679 657 272
383616 -679 657 274
383626 -679 657 276
383636 -679 657 276
383646 -679 657 271
383656 -679 657 268
383666 -679 657 270
383676 -679 657 271
383686 -679 657 269
383696 -679 657 272
383706 -679 657 266
383716 -679 657 271
383726 -679 657 269
383736 -679 657 269
383746 -679 657 271
383756 -679 657 272
383766 -679 657 275
383776 -679 657 274
383786 -679 657 270
383796 -679 657 275
383806 -679 657 270
383816 -679 657 271
383826 -679 657 265
383836 -679 657 274
383846 -679 657 274
383856 -679 657 271
383866 -679 657 267
383876 -679 657 271
383886 -679 657 271
383896 -679 657 269
383906 -679 657 269
383916 -679 657 268
383926 -679 657 272
383936 -679 657 270
383946 -679 657 269
383956 -679 657 268
383966 -679 657 270
383976 -679 657 271
383986 -679 657 270
383996 -679 657 274
384006 -679 657 275
384016 -679 657 270
384026 -679 657 269
384036 -679 657 272
384046 -679 657 267
384056 -679 657 264
384066 -679 657 278
384076 -679 657 264
384086 -679 657 275
384096 -679 657 272
384106 -679 657 272
384116 -679 657 272
384126 -679 657 275
384136 -679 657 265
384146 -679 657 281
384156 -679 657 275
384166 -679 657 272
384176 -679 657 274
384186 -679 657 278
384196 -679 657 268
384206 -679 657 274
384216 -679 657 272
384226 -679 657 271
384236 -679 657 268
384246 -679 657 276
384256 -679 657 274
384266 -679 657 273
384276 -679 657 268
384286 -679 657 274
384296 -679 657 269
384306 -679 657 275
384316 -679 657 270
384326 -679 657 266
384336 -679 657 271
384346 -679 657 271
384356 -679 657 269
384366 -679 657 272
384376 -679 657 273
384386 -679 657 269
384396 -679 657 266
384407 -679 657 269
384417 -679 657 278
384427 -679 657 274
384437 -679 657 277
384447 -679 657 277
384457 -679 657 268
384467 -679 657 268
384476 -679 657 263
384486 -679 657 273
384496 -679 657 270
384507 -679 657 275
384516 -679 657 275
384526 -679 657 273
384536 -679 657 271
384546 -679 657 275
384556 -679 657 270
384566 -679 657 271
384576 -679 657 275
384586 -679 657 272
384596 -679 657 269
384606 -679 657 269
384616 -679 657 270
384626 -679 657 270
384636 -679 657 274
384646 -679 657 273
384656 -679 657 271
384666 -679 657 272
384676 -679 657 271
384686 -679 657 279
384696 -679 657 272
384706 -679 657 279
384716 -679 657 267
384726 -679 657 274
384736 -679 657 270
384746 -679 657 272
384756 -679 657 278
384766 -679 657 270
384776 -679 657 278
384786 -679 657 274
384796 -679 657 270
384806 -679 657 271
384816 -679 657 271
384826 -679 657 271
384836 -679 657 269
384846 -679 657 273
384856 -679 657 274
384866 -679 657 274
384876 -679 657 277
384886 -679 657 267
384896 -679 657 273
384906 -679 657 273
384916 -679 657 276
384926 -679 657 276
384936 -679 657 270
384946 -679 657 276
384956 -679 657 272
384966 -679 657 273
384976 -679 657 267
384986 -679 657 272
384996 -679 657 277
